is_real_estate_post,area_LLM,bedroom_LLM,total_room_LLm,wc_LLM,count_conveniences,alleyway_property,under_mortgage,residential_purpose,furnished,has_lowerlevel,has_rooftop,numbers_of_floors,street_name,article_id
1.0,140.0,,,,0,,,,,,,0.0,Phan Đình Phùng,265321.0
1.0,54.0,3.0,,3.0,0,,,1.0,,,,2.0,Đinh Tiên Hoàng,265320.0
1.0,51.0,3.0,,3.0,0,1.0,,,,,,2.0,Nơ Trang Long,265317.0
1.0,33.5,,,,0,,,,,,,4.0,CMT8,265315.0
1.0,67.0,2.0,,2.0,3,,,,1.0,,,,Đường Võ Chí Công,265314.0
1.0,55.0,1.0,2.0,1.0,4,,,,,,,,Đỗ Xuân Hợp,265308.0
1.0,125.0,,,,2,1.0,,1.0,,1.0,,3.0,Linh Đông,265305.0
1.0,330.0,,,,0,,,1.0,,,,4.0,TÂN Thuận Tây,265303.0
1.0,91.0,,,,0,1.0,,,,,,2.0,Bàu Cát,265302.0
1.0,54.6,2.0,3.0,2.0,4,1.0,1.0,1.0,,,1.0,2.0,Đường số 10,265301.0
1.0,73.8,,,,1,1.0,,1.0,,,1.0,3.0,Lâm Văn Bền,265300.0
1.0,42.0,,,,1,,,,,,,,,265296.0
1.0,1188.0,,,,0,,,,,,,0.0,,265292.0
1.0,102.0,3.0,,2.0,3,,,,,,,2.0,đường 11,265285.0
1.0,160.0,,,1.0,5,,,1.0,,1.0,,8.0,Lê Thúc Hoạch,265280.0
1.0,160.0,,,1.0,5,,,1.0,,1.0,,8.0,Văn Cao,265279.0
1.0,104.0,7.0,,,0,1.0,,,,,,2.0,Phạm Văn Đồng,265275.0
1.0,28.0,4.0,4.0,3.0,3,1.0,,1.0,,,,2.0,Phường Thạnh Xuân Quận 12,265269.0
1.0,35.0,2.0,,2.0,0,1.0,,,,,,2.0,Hoàng Hoa Thám,265264.0
1.0,240.0,6.0,6.0,5.0,0,,,,,,,2.0,P.Phước Long B,265262.0
1.0,91.0,4.0,,,0,1.0,,,,,1.0,3.0,Đặng Văn Bi,265256.0
1.0,32.0,2.0,,2.0,0,1.0,,,,,,2.0,Nguyễn Trung Trực,265255.0
1.0,50.0,4.0,4.0,,0,1.0,,,,,,2.0,Lê Văn Lương,265253.0
1.0,50.0,4.0,4.0,,0,1.0,,,,,,2.0,Lê Văn Lương,265252.0
1.0,53.3,2.0,,,4,1.0,,1.0,,,,2.0,đường số 10 Tân Quy,265251.0
1.0,40.0,,,,2,,,,,,,3.0,CMT8,265246.0
1.0,63.0,2.0,,1.0,0,1.0,,,,,,1.0,,265245.0
1.0,25.0,3.0,,3.0,0,1.0,,,,,,4.0,Nguyễn Kiệm,265234.0
1.0,39.0,4.0,5.0,3.0,3,1.0,,1.0,,,,2.0,Trần Bình Trọng,265233.0
1.0,34.0,2.0,,3.0,0,1.0,,1.0,,,,2.0,Nguyễn Văn Khối,265232.0
1.0,48.0,7.0,7.0,3.0,4,1.0,,,,,,3.0,Phạm Hùng,265231.0
1.0,42.0,,,,1,,,,,,,,,265226.0
1.0,1188.0,,,,0,,,,,,,0.0,Đường Liên Phường,265224.0
1.0,40.0,3.0,5.0,2.0,2,1.0,,1.0,,,,2.0,Bà Hạt,265222.0
1.0,89.0,5.0,13.0,,0,,1.0,,1.0,,1.0,4.0,,265217.0
1.0,73.5,4.0,4.0,5.0,5,,1.0,,1.0,,1.0,4.0,Lê Văn Chí,265215.0
1.0,104.0,,,,0,,,,,,,5.0,Cống Quỳnh Trần Hưng Đạo,265213.0
1.0,38.0,5.0,5.0,4.0,0,1.0,,,,1.0,1.0,4.0,Lê Quang Định,265209.0
1.0,66.0,,,,3,1.0,1.0,1.0,,,,,Vườn Lài,265208.0
1.0,46.0,6.0,6.0,4.0,2,1.0,,1.0,,,1.0,4.0,Lý Thái Tổ,265207.0
1.0,138.0,,8.0,,3,1.0,,,,,,2.0,Linh Xuân,265203.0
1.0,40.0,,,,3,,,,,,,4.0,Vòng Xoay Lăng Cha Cả,265202.0
1.0,87.0,2.0,4.0,2.0,4,1.0,,,,,,2.0,QL1K QL1A,265200.0
1.0,52.0,2.0,4.0,2.0,1,1.0,,,,,,2.0,Phan Văn Trị,265188.0
1.0,61.0,,,,0,1.0,,,,,1.0,3.0,Đất Thánh,265184.0
1.0,61.0,,,,0,1.0,,,,,1.0,3.0,Đất Thánh,265181.0
1.0,,4.0,,,2,,,1.0,,,,4.0,Thạch Lam,265175.0
1.0,47.0,2.0,2.0,2.0,0,,1.0,,,,,0.0,Ngã tư Thủ Đức,265174.0
1.0,124.0,18.0,,,3,1.0,,,,,,4.0,Thống Nhất,265173.0
1.0,120.0,,,,4,1.0,,,,,,,Phan Đăng Lưu,265171.0
1.0,,2.0,,2.0,0,1.0,,,,,,2.0,Lý Thường Kiệt,265170.0
1.0,370.0,,,,0,,,1.0,,,,0.0,Nơ Trang Long,265167.0
1.0,88.0,6.0,6.0,,4,1.0,,,,,,2.0,Lê Quang Định,265165.0
1.0,,2.0,4.0,3.0,0,1.0,,,,1.0,,2.0,Âu Cơ,265164.0
1.0,50.0,2.0,,2.0,0,1.0,,1.0,,,,2.0,D2,265161.0
1.0,100.0,,,,1,1.0,,,,,,,Đường Tăng Nhơn Phú A,265160.0
1.0,,2.0,4.0,3.0,0,1.0,,,,1.0,,2.0,Âu Cơ,265158.0
1.0,44.0,,,,2,1.0,,,,1.0,,3.0,Phạm Văn Hai,265146.0
1.0,65.0,3.0,,,2,1.0,,,,,1.0,5.0,,265144.0
1.0,44.0,,,,2,1.0,,,,1.0,,3.0,Phạm Văn Hai,265142.0
1.0,60.0,,,,0,1.0,,,,,,3.0,Tân Hòa Đông,265139.0
1.0,70.0,4.0,5.0,5.0,0,1.0,,,1.0,,1.0,3.0,Lạc Long Quân,265138.0
1.0,70.0,4.0,5.0,5.0,0,1.0,,,1.0,,1.0,4.0,Hòa Bình,265137.0
1.0,,4.0,,,3,1.0,,,,,1.0,4.0,Nguyễn Sỹ Sách,265136.0
1.0,60.0,,,,0,1.0,,,,,,3.0,Tân Hòa Đông,265135.0
1.0,34.0,2.0,2.0,2.0,3,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Lê Văn Thọ,265134.0
1.0,160.0,,,,0,,1.0,,,,,0.0,Kênh Tân Hóa,265132.0
1.0,90.0,5.0,5.0,5.0,0,1.0,,,,,1.0,4.0,đường Số,265131.0
1.0,50.0,3.0,3.0,,1,1.0,,,,1.0,,2.0,Trung Mỵ Tây,265130.0
1.0,45.0,2.0,,2.0,0,,,,,,,2.0,ĐS 7 Phạm Văn Đồng,265129.0
1.0,45.0,3.0,,2.0,0,1.0,,,,,,4.0,Nguyễn Văn Nghi,265128.0
1.0,43.0,3.0,,4.0,1,1.0,,,,,1.0,2.0,Phan Văn Trị,265127.0
1.0,56.0,2.0,,,0,1.0,,1.0,,,,2.0,Lạc Long Quân,265126.0
1.0,97.0,3.0,,,3,1.0,,1.0,,,,2.0,đường Số 4 Trường Thọ,265125.0
1.0,1011.0,,,,1,1.0,,1.0,,,,0.0,Đường An Hạ,265124.0
1.0,1011.0,,,,1,1.0,,1.0,,,,0.0,An Hạ,265123.0
1.0,30.0,,,,1,1.0,,,,,,3.0,Lưu Hữu Phước,265121.0
1.0,70.0,2.0,2.0,2.0,0,,,,,,,,,265117.0
1.0,55.0,2.0,2.0,3.0,1,,,,,,,1.0,Thống Nhất,265114.0
1.0,165.0,,,,1,,,,,,,,Nơ Trang Long,265111.0
1.0,36.0,,,,4,,,,,1.0,,2.0,Lý Thường Kiệt,265106.0
1.0,78.5,3.0,,,0,1.0,,,,1.0,,2.0,Đường Số 4,265103.0
1.0,84.0,,,,0,1.0,,,,,,4.0,Hồ Bá Phấn,265102.0
1.0,630.0,,,,0,,1.0,,,,,,Huỳnh Thiện Lộc,265101.0
1.0,43.0,,,,4,1.0,,1.0,,,,2.0,Nguyễn Thái Sơn,265100.0
1.0,36.0,1.0,,2.0,2,,,,,,,2.0,Nguyễn Đình Chiểu,265099.0
1.0,36.0,1.0,1.0,2.0,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Nguyễn Đình Chiểu,265098.0
1.0,30.0,,,,0,1.0,,,,,,0.0,Bàu Cát,265094.0
1.0,60.0,3.0,3.0,2.0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Mặt Tiền đường 53,265093.0
1.0,111.4,,,,5,1.0,,1.0,,,,,Nguyễn Oanh,265091.0
1.0,70.0,3.0,7.0,4.0,0,,,1.0,1.0,,,4.0,Đ.Số 4,265082.0
1.0,100.0,2.0,5.0,1.0,5,1.0,,,,,,1.0,Nam Lân 3 – NL3,265068.0
1.0,,2.0,,,3,1.0,,,,,,2.0,Nguyễn Sỹ Sách,265066.0
1.0,66.0,,,,2,,,1.0,,,,3.0,,265062.0
1.0,190.0,,,,2,1.0,,,,,,4.0,CMT8,265060.0
1.0,42.0,,,,2,1.0,,,,1.0,,2.0,LÊ VĂN QUỚI,265059.0
1.0,64.0,,,,4,1.0,,,,1.0,,2.0,GÒ XOÀI,265058.0
1.0,64.0,4.0,4.0,4.0,2,1.0,0.0,1.0,0.0,1.0,1.0,2.0,LÊ VĂN QUỚI,265057.0
1.0,40.0,,,,5,1.0,,,,1.0,1.0,2.0,LÊ VĂN QUỚI,265056.0
1.0,68.0,4.0,4.0,4.0,5,1.0,0.0,1.0,0.0,1.0,1.0,2.0,LÊ VĂN QUỚI,265054.0
1.0,44.0,2.0,3.0,3.0,0,1.0,,1.0,,1.0,,2.0,Nguyễn Xí,265053.0
1.0,39.9,,,,4,1.0,,,,,,3.0,ĐẤT MỚI,265051.0
1.0,51.8,2.0,3.0,2.0,0,1.0,,,,,,2.0,Nguyễn Kiệm,265050.0
1.0,79.8,,,,5,1.0,,,,1.0,,2.0,HƯƠNG LỘ 2,265049.0
1.0,100.0,,,,3,1.0,,,,,,,Lê Trọng Tấn,265048.0
1.0,1188.0,,,,0,,,1.0,,,,0.0,,265046.0
1.0,1188.0,,,,0,,,1.0,,,,0.0,,265045.0
1.0,85.0,6.0,6.0,,5,1.0,,1.0,1.0,1.0,1.0,3.0,Phạm Văn Bạch,265043.0
1.0,97.0,3.0,,,3,1.0,,,,,,2.0,MT Hoàng Diệu 2,265020.0
1.0,100.0,5.0,7.0,1.0,0,1.0,,,,,1.0,4.0,Vĩnh Viễn,265018.0
1.0,90.0,4.0,,4.0,4,1.0,,,,,1.0,5.0,Lê Văn Thọ,265015.0
1.0,42.0,,,,1,,,,,1.0,,,,265014.0
1.0,42.0,,,,1,,,,,,,,,265013.0
1.0,80.0,,,,1,,,1.0,,,,0.0,Tân Thới Nhất,265009.0
1.0,137.5,9.0,9.0,4.0,3,1.0,0.0,1.0,0.0,1.0,1.0,3.0,Đường lớn Quận 10,265006.0
1.0,88.0,,,,0,1.0,,1.0,,,,2.0,Trường Chinh,265005.0
1.0,72.0,3.0,5.0,2.0,5,1.0,,,,1.0,1.0,2.0,Quốc Lộ 1K Phạm Văn Đồng,265003.0
1.0,88.0,,,,0,1.0,,,,,,2.0,Trường Chinh,265002.0
1.0,88.0,2.0,,,3,1.0,,1.0,,,,,Linh Xuân,265001.0
1.0,25.0,2.0,2.0,2.0,3,1.0,,,,,,2.0,Trần Nhân Tôn Nguyễn Duy Dương Hùng Vương,265000.0
1.0,25.0,2.0,2.0,2.0,3,1.0,,,,,,2.0,Trần Nhân Tôn Nguyễn Duy Dương Hùng Vương,264999.0
1.0,78.0,,,,1,1.0,1.0,1.0,,,1.0,5.0,Bùi Đình Túy,264995.0
1.0,46.0,,,,0,,,,,,1.0,2.0,Bùi Đình Túy,264994.0
1.0,126.0,,,,5,,1.0,,,,,,đường số 7,264991.0
1.0,1188.0,,,,0,,,1.0,,,,0.0,Đường Liên Phường,264987.0
1.0,55.0,1.0,2.0,1.0,0,,,,,,,,Đỗ Xuân Hợp,264986.0
1.0,29.7,2.0,3.0,,4,,,1.0,,,,2.0,Lê Hồng Phong,264985.0
1.0,136.0,,,,5,,,1.0,1.0,,1.0,2.0,Đường Bưng Ông Thoàn,264982.0
1.0,42.0,,,,1,,,,,,,,,264981.0
1.0,123.0,3.0,,2.0,0,1.0,,1.0,,,,2.0,Linh Xuân,264980.0
1.0,92.0,,,,0,,,,,,,4.0,Trần Đình Xu,264979.0
1.0,209.0,7.0,,,5,,,,,,,,Đường số 5 Linh Xuân,264971.0
1.0,62.0,3.0,,2.0,0,1.0,,,,,,2.0,Đường số 2,264970.0
1.0,80.0,4.0,4.0,3.0,3,1.0,,,,,1.0,2.0,Nguyễn Thái Sơn,264966.0
1.0,80.0,,,,2,,,,,,,0.0,,264961.0
1.0,82.0,11.0,11.0,,0,1.0,,,,,,6.0,Lý Thường Kiệt,264957.0
1.0,32.0,2.0,3.0,1.0,0,,,1.0,,,,2.0,Phạm Thế Hiển,264955.0
1.0,18.6,2.0,3.0,1.0,0,1.0,,1.0,,,,2.0,Dương Bá Trạc,264952.0
1.0,72.0,,,,0,1.0,,,,,,4.0,GÒ DẦU TÂN PHÚ,264945.0
1.0,90.0,5.0,7.0,7.0,0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,Bùi Đình Túy,264943.0
1.0,70.0,4.0,5.0,,5,1.0,,,,,,2.0,Hoàng Hoa Thám,264942.0
1.0,50.0,4.0,6.0,4.0,0,1.0,,1.0,1.0,1.0,1.0,3.0,Lê Văn Quới,264939.0
1.0,90.0,6.0,6.0,7.0,2,1.0,,1.0,,1.0,,3.0,Đường Linh Trung,264937.0
1.0,96.0,,,,5,1.0,,,,,,2.0,Điện Biên Phủ,264936.0
1.0,91.8,,,,4,1.0,,,,,,2.0,Lô Tư,264930.0
1.0,58.0,4.0,4.0,4.0,5,1.0,0.0,1.0,0.0,0.0,1.0,2.0,LÊ VĂN QUỚI,264928.0
1.0,36.0,,,,5,1.0,,,,,,2.0,HƯƠNG LỘ 2,264925.0
1.0,56.0,4.0,4.0,4.0,4,1.0,0.0,1.0,0.0,0.0,1.0,2.0,ĐẤT MỚI,264923.0
1.0,54.0,4.0,4.0,4.0,1,1.0,,,,,,,Bùi Tư Toàn,264915.0
1.0,65.0,2.0,,2.0,2,,,,1.0,,,,,264914.0
1.0,61.0,,,,0,,,1.0,,1.0,1.0,3.0,Hòa Hưng,264910.0
1.0,100.0,,,,4,,,,,,,5.0,ĐẤT MỚI,264904.0
1.0,54.6,,,,4,1.0,,,1.0,1.0,1.0,2.0,Hương Lộ 2,264901.0
1.0,65.0,4.0,4.0,4.0,1,1.0,1.0,1.0,1.0,0.0,1.0,2.0,Đường 6M,264900.0
1.0,93.0,2.0,5.0,2.0,4,1.0,,,,,,2.0,Đình Phong Phú,264898.0
1.0,100.0,5.0,5.0,5.0,2,1.0,,,,,1.0,5.0,Nguyên Hồng,264897.0
1.0,40.0,3.0,3.0,,2,1.0,,,0.0,1.0,0.0,2.0,Lê Trọng Tấn,264896.0
1.0,81.0,3.0,3.0,2.0,2,,,,,1.0,,2.0,Đình Phong Phú,264893.0
1.0,48.0,4.0,4.0,4.0,0,1.0,,,,,1.0,2.0,Phan Văn Trị,264892.0
1.0,42.0,2.0,,2.0,4,1.0,,,,,1.0,4.0,P Linh Tây,264882.0
1.0,42.0,2.0,,2.0,3,1.0,,,,,1.0,4.0,P Linh Tây,264881.0
1.0,60.0,,,,3,1.0,,,,,1.0,3.0,Mã Lò,264877.0
1.0,120.0,3.0,,,4,1.0,,,,,,,Quốc Lộ 1K,264875.0
1.0,61.4,4.0,4.0,5.0,1,,,,,,1.0,3.0,Thống Nhất,264873.0
1.0,80.0,,,,1,1.0,,,,,,5.0,Hồng Hà,264867.0
1.0,80.0,,,,1,1.0,,,,,,5.0,Hồng Hà,264866.0
1.0,104.0,6.0,6.0,1.0,3,1.0,0.0,1.0,1.0,1.0,1.0,4.0,Phạm Văn Bạch,264862.0
1.0,,5.0,,4.0,1,,1.0,1.0,,,1.0,2.0,Tân Sơn Nhì,264858.0
1.0,42.0,1.0,1.0,1.0,1,,,,1.0,1.0,,0.0,,264856.0
1.0,1188.0,,,,0,,,,,,,0.0,Đường Đông Hưng Thuận 6,264855.0
1.0,40.0,3.0,,,3,1.0,,,,,,2.0,Đường Trần Văn Quang,264854.0
1.0,84.0,,,,2,,,,,,,2.0,Cao Thắng,264853.0
1.0,99.0,,,,5,1.0,,,,,,,Lê Văn Việt,264850.0
1.0,220.0,,,,3,,1.0,,,,,,QL13,264847.0
1.0,52.0,7.0,7.0,7.0,2,1.0,,,1.0,,,5.0,Lê Quang Định,264846.0
1.0,180.0,3.0,,4.0,0,,,,,,,,Nguyễn Văn Linh,264845.0
1.0,100.0,5.0,5.0,5.0,2,1.0,,,,1.0,1.0,5.0,Lê Quang Định,264840.0
1.0,403.0,,,,0,,,,,,1.0,3.0,Lê Văn Lương,264837.0
1.0,46.0,2.0,2.0,,4,1.0,,1.0,,,,2.0,,264836.0
1.0,52.0,2.0,,2.0,1,1.0,,1.0,,1.0,,1.0,Đường Làng Tăng Phú,264835.0
1.0,67.0,2.0,,2.0,2,,1.0,1.0,1.0,,,,Đường Võ Chí Công,264828.0
1.0,50.8,2.0,4.0,2.0,1,,,1.0,,,,2.0,Đình Phong Phú,264827.0
1.0,42.0,1.0,1.0,1.0,1,,,,1.0,1.0,,0.0,,264821.0
1.0,53.0,2.0,2.0,2.0,3,,,,,,,0.0,,264818.0
1.0,142.0,,,,2,,,,,,,5.0,Trần Hưng Đạo,264816.0
1.0,130.0,,,,1,,1.0,,,1.0,,2.0,Hoà Bình Tô Hiệu,264814.0
1.0,216.0,,,,0,,,,,,,4.0,The 9 Stellars,264813.0
1.0,56.0,3.0,,2.0,0,,,,,,,2.0,Đường Số 39,264793.0
1.0,80.0,4.0,7.0,5.0,3,1.0,,1.0,1.0,1.0,1.0,3.0,Huỳnh Tấn Phát,264783.0
1.0,15.0,,,,0,1.0,,,1.0,,,3.0,Lạc Long Quân,264781.0
1.0,15.0,,,,0,1.0,,,1.0,,,3.0,Lạc Long Quân,264780.0
1.0,215.0,,,,0,,1.0,,,,,,Bình Thạnh,264777.0
1.0,67.0,2.0,2.0,2.0,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,Đường Võ Chí Công,264776.0
1.0,67.0,2.0,,2.0,2,,1.0,1.0,1.0,,,,Đường Võ Chí Công,264775.0
1.0,163.0,5.0,5.0,4.0,3,,1.0,1.0,1.0,1.0,1.0,2.0,Vòng Xoay Liên Phường Phường Phú Hữu Q9,264773.0
1.0,683.0,,,,3,0.0,,1.0,,,,0.0,Đường Cây Keo,264770.0
1.0,77.0,4.0,,,3,,,,1.0,1.0,,2.0,ĐƯỜNG OTO,264769.0
1.0,78.0,,,,4,,1.0,1.0,,,,2.0,Hồ Văn Long,264760.0
1.0,100.0,,,,3,,,,,,,0.0,,264758.0
1.0,42.0,,,,0,1.0,,,,,,0.0,ĐƯỜNG THOẠI NGỌC HẦU,264756.0
1.0,439.0,,,,1,1.0,,1.0,,,,0.0,Bùi Văn Ngữ,264755.0
1.0,40.0,,,,1,1.0,,,,,,0.0,Lạc Long Quân,264753.0
1.0,,,,,0,,,1.0,,,,0.0,Thới An,264752.0
1.0,40.0,,,,1,1.0,,,,,,0.0,Lạc Long Quân,264738.0
1.0,100.0,,,,2,1.0,,,,,,,Đường Số 9,264737.0
1.0,,,,,0,,,,,,,0.0,Hoàng Hữu Nam,264736.0
1.0,38.0,1.0,1.0,,2,,,,,,,,P.Trường Thọ,264735.0
1.0,105.0,,,,2,,,,,1.0,,2.0,,264730.0
1.0,96.0,,,,1,,,,,,,5.0,,264728.0
1.0,90.0,,,,0,,,,,,,5.0,Nguyễn Đình Chiểu,264727.0
1.0,95.0,4.0,4.0,2.0,3,1.0,,,,,,2.0,P Linh Xuân,264722.0
1.0,30.0,,,,4,1.0,,,,,1.0,4.0,Bành Văn Trân,264721.0
1.0,30.0,,,,4,1.0,,,,,1.0,4.0,Bành Văn Trân,264720.0
1.0,64.0,,,,0,1.0,,,,,,2.0,Lê Văn Quới,264715.0
1.0,68.0,5.0,5.0,6.0,0,1.0,,,,1.0,,4.0,Quang Trung,264714.0
1.0,,2.0,,2.0,4,1.0,0.0,1.0,,,,2.0,,264713.0
1.0,48.0,7.0,7.0,3.0,4,1.0,,,,,,3.0,Phạm Hùng,264711.0
1.0,52.0,4.0,6.0,5.0,3,1.0,,1.0,,1.0,,3.0,Nguyễn Văn Công,264710.0
1.0,125.0,1.0,1.0,1.0,3,,,,,,,2.0,Lê Lai,264708.0
1.0,125.0,1.0,1.0,1.0,3,,,,,,,2.0,Lê Lai,264707.0
1.0,1188.0,,,,0,,,,,,,0.0,,264695.0
1.0,120.0,10.0,,,0,,,,,,,3.0,Đường 23 Hiệp Bình Chánh,264694.0
1.0,,5.0,,,4,1.0,0.0,1.0,,,1.0,5.0,Hòa Bình,264688.0
1.0,120.0,,,,4,1.0,,,,,,,đường số 8 P Linh Xuân,264687.0
1.0,100.0,,,,3,,,1.0,,,,0.0,DN9,264684.0
1.0,42.0,,,,1,,,,,,,,,264679.0
1.0,115.0,3.0,5.0,2.0,3,1.0,,1.0,,,1.0,1.0,MT đường số 8 P Linh Xuân Thủ Đức,264668.0
1.0,377.0,,,,0,1.0,,,,,,0.0,,264663.0
1.0,95.0,,,,1,1.0,,,,,,3.0,Đường Số 3,264661.0
1.0,100.0,3.0,3.0,3.0,0,1.0,1.0,1.0,,,,1.0,Đặng Thúc Vịnh,264659.0
1.0,41.0,2.0,,2.0,1,1.0,,,,,,2.0,Đường số 8,264652.0
1.0,200.0,4.0,4.0,4.0,0,1.0,,1.0,1.0,1.0,1.0,2.0,Điền Phúc Thành Đường,264638.0
1.0,56.0,,,,0,1.0,,,,,,0.0,CMT8,264635.0
1.0,54.4,,,,0,1.0,,,,,,5.0,Trường Chinh,264634.0
1.0,124.0,2.0,4.0,2.0,6,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Tôn Thất Thuyết,264633.0
1.0,133.0,6.0,6.0,5.0,0,1.0,,,,,,3.0,Nguyễn Thái Bình,264631.0
1.0,57.0,3.0,3.0,3.0,1,1.0,,,,,1.0,2.0,LŨY BÁN BÍCH,264629.0
1.0,53.23,,,,4,1.0,,,,,,,Hiệp Thành,264627.0
1.0,200.0,,,,0,,,1.0,,,,0.0,đường Liên Phường,264625.0
1.0,200.0,,,,0,,,1.0,,,,0.0,đường Liên Phường,264624.0
1.0,68.0,2.0,,2.0,4,,1.0,1.0,1.0,,,,Đường Võ Chí Công,264616.0
1.0,240.0,,,,0,,,,,,,0.0,Đỗ Xuân Hợp,264613.0
1.0,16.5,3.0,,,0,,,,,1.0,,38.0,Đường Hoàng Hữu Nam,264612.0
1.0,120.0,,,,2,,,,,,,5.0,Nguyễn Đình Chiểu,264611.0
1.0,46.0,3.0,,2.0,0,1.0,,,,,,2.0,Đường Số 11,264609.0
1.0,56.0,,,,0,1.0,,,,,,0.0,CMT8,264608.0
1.0,,3.0,,,0,1.0,,,1.0,,1.0,4.0,LÊ HỒNG PHONG,264607.0
1.0,192.0,,,,0,1.0,,1.0,,,,0.0,Chu Văn An,264606.0
1.0,70.5,,,,0,,,,,,,5.0,Hùng Vương,264605.0
1.0,92.0,2.0,,2.0,3,,,,,,,,đường số 1,264604.0
1.0,50.0,3.0,5.0,2.0,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Tân Hương,264603.0
1.0,99.0,3.0,4.0,,5,1.0,,,1.0,,,2.0,Chu Văn An,264599.0
1.0,75.0,,,,0,1.0,,1.0,,,,0.0,Lý Thường Kiệt,264594.0
1.0,50.0,5.0,5.0,6.0,2,,,,,,,4.0,,264593.0
1.0,75.0,,,,0,1.0,,1.0,,,,0.0,Lý Thường Kiệt,264581.0
1.0,103.4,,,,0,1.0,,1.0,,,,2.0,Tân Thành,264580.0
1.0,25.0,2.0,4.0,2.0,2,,1.0,1.0,0.0,1.0,1.0,2.0,đường lớn,264578.0
1.0,1612.0,,,,0,,,1.0,,,,0.0,Einstein,264575.0
1.0,40.0,,,,1,,,,,,,0.0,Trịnh Đình Trọng,264574.0
1.0,43.0,2.0,,1.0,5,1.0,,1.0,,,,,,264571.0
1.0,28.0,,,,3,,,,,,,3.0,Nguyễn Trọng Tuyển,264570.0
1.0,28.0,,,,3,,,,,,,3.0,Nguyễn Trọng Tuyển,264567.0
1.0,89.0,,,,0,,,1.0,,,,,Quang Trung,264566.0
1.0,60.0,,,,3,,,,,,,,Lê Văn Việt,264565.0
1.0,72.0,4.0,4.0,3.0,3,1.0,0.0,1.0,0.0,1.0,0.0,2.0,Đường Tỉnh Lộ 10,264559.0
1.0,66.0,,,,0,,,,,,,5.0,Võ Văn Tần,264558.0
1.0,40.0,,,,2,1.0,,,,,,,Ni Sư Huỳnh Liên,264553.0
1.0,,4.0,,3.0,4,1.0,,,,,1.0,3.0,,264552.0
1.0,30.0,,,,3,1.0,,,,,,0.0,Trường Sa Phạm Văn Hai,264551.0
1.0,30.0,,,,3,1.0,,,,,,0.0,Trường Sa Phạm Văn Hai,264550.0
1.0,25000.0,,,,0,,,,,,,0.0,Đường quốc lô 22,264549.0
1.0,67.0,2.0,,2.0,2,,1.0,1.0,1.0,,,,Đường Võ Chí Công,264547.0
1.0,131.0,,,,0,,,,1.0,1.0,1.0,2.0,Đường 10,264546.0
1.0,78.0,2.0,3.0,,2,1.0,,,,,,1.0,Linh Xuân,264542.0
1.0,,4.0,,,3,1.0,1.0,1.0,,1.0,1.0,4.0,Lạc Long Quân,264537.0
1.0,,5.0,,,2,1.0,,,1.0,,1.0,4.0,Lãnh Binh Thăng Đường,264535.0
1.0,,5.0,,,2,1.0,,,1.0,,1.0,4.0,Âu Cơ Đường,264534.0
1.0,81.0,,,,4,1.0,1.0,1.0,,,,0.0,đường 10m,264533.0
1.0,,,,,2,,,,,,,0.0,Vườn Điều,264532.0
1.0,151.0,4.0,4.0,4.0,2,,,,,,,3.0,Đường 38,264531.0
1.0,,,,,0,,1.0,,,,,0.0,đường số 27,264530.0
1.0,52.0,3.0,4.0,2.0,1,1.0,,1.0,,,1.0,2.0,MT đường số 8,264523.0
1.0,57.0,2.0,3.0,,0,1.0,,1.0,,,,2.0,Đường Tây Hòa,264519.0
1.0,260.0,9.0,9.0,,2,1.0,,,,1.0,,3.0,Nguyễn Lâm,264518.0
1.0,180.0,,,,6,1.0,,,,,,,Hoàng Hoa Thám,264516.0
1.0,82.0,4.0,,3.0,4,,,,,,,4.0,Dương Bá Trạc,264514.0
1.0,30.0,2.0,,,1,1.0,,,1.0,,,2.0,CMT8,264510.0
1.0,30.0,2.0,,,1,1.0,,,1.0,,,2.0,CMT8,264509.0
1.0,60.0,2.0,,2.0,0,1.0,,1.0,,,,2.0,Đường Làng Tăng Phú,264508.0
1.0,90.0,5.0,5.0,5.0,3,1.0,0.0,1.0,1.0,0.0,1.0,4.0,Phạm Văn Đồng,264505.0
1.0,25.0,3.0,3.0,4.0,0,1.0,,,1.0,1.0,1.0,3.0,Hoàng Văn Thụ,264504.0
1.0,70.0,3.0,5.0,4.0,2,1.0,,,,,,2.0,Nguyễn Công Hoan,264503.0
1.0,91.0,,,,1,,,,1.0,,,0.0,HỒNG BÀNG,264502.0
1.0,60.0,3.0,4.0,2.0,1,1.0,,,,,,2.0,Lê Văn Việt,264500.0
1.0,42.0,,,,5,1.0,,,,,,2.0,Hẻm 5 F7,264499.0
1.0,119.0,2.0,,,0,1.0,,1.0,,,,2.0,Đông Lân 1 Bà Điểm,264498.0
1.0,53.0,2.0,,2.0,0,1.0,1.0,,,,,2.0,Thị Nghè,264494.0
1.0,60.0,2.0,4.0,2.0,2,1.0,0.0,1.0,0.0,1.0,0.0,3.0,,264486.0
